nom_station,polluant,valeur,unite,date,x_l93,y_l93,
ANTIBES JEAN MOULIN,Dioxyde d'azote,8.8,,15/10/2019 00:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,7.2,,15/10/2019 01:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,4.7,,15/10/2019 02:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,5.6,,15/10/2019 03:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,8.8,,15/10/2019 04:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,16.8,,15/10/2019 05:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,10.7,,15/10/2019 06:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,23.9,,15/10/2019 07:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,16.5,,15/10/2019 08:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,11.1,,15/10/2019 09:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,35.8,,15/10/2019 10:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,24.8,,15/10/2019 11:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,24.4,,15/10/2019 12:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,22.6,,15/10/2019 13:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,17.1,,15/10/2019 14:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,11.9,,15/10/2019 15:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,11,,15/10/2019 16:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,12.8,,15/10/2019 17:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,13.2,,15/10/2019 18:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,12.6,,15/10/2019 19:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,5.1,,15/10/2019 20:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,3.7,,15/10/2019 21:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,4.7,,15/10/2019 22:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Dioxyde d'azote,3.8,,15/10/2019 23:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,12.2,,15/10/2019 00:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,10.4,,15/10/2019 01:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,8.3,,15/10/2019 02:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,8.7,,15/10/2019 03:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,12,,15/10/2019 04:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,21.4,,15/10/2019 05:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,17.9,,15/10/2019 06:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,47.5,,15/10/2019 07:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,33,,15/10/2019 08:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,19.7,,15/10/2019 09:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,70.6,,15/10/2019 10:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,32.1,,15/10/2019 11:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,39.2,,15/10/2019 12:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,32.8,,15/10/2019 13:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,27.6,,15/10/2019 14:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,19.4,,15/10/2019 15:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,17,,15/10/2019 16:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,18.2,,15/10/2019 17:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,18,,15/10/2019 18:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,16.5,,15/10/2019 19:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,8.2,,15/10/2019 20:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,6.3,,15/10/2019 21:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,7.4,,15/10/2019 22:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Oxydes d'azote,5.4,,15/10/2019 23:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,55.2,,15/10/2019 00:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,56.7,,15/10/2019 01:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,61.4,,15/10/2019 02:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,50,,15/10/2019 03:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,46.8,,15/10/2019 04:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,41.8,,15/10/2019 05:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,56.3,,15/10/2019 06:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,43.7,,15/10/2019 07:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,50.2,,15/10/2019 08:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,53.7,,15/10/2019 09:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,43,,15/10/2019 10:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,45.7,,15/10/2019 11:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,49.7,,15/10/2019 12:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,51.7,,15/10/2019 13:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,62.5,,15/10/2019 14:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,63.8,,15/10/2019 15:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,67.2,,15/10/2019 16:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,65.3,,15/10/2019 17:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,62.1,,15/10/2019 18:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,59.2,,15/10/2019 19:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,66.8,,15/10/2019 20:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,66.6,,15/10/2019 21:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,63.1,,15/10/2019 22:00,1030459.23,6286316.81,
ANTIBES JEAN MOULIN,Ozone,61.1,,15/10/2019 23:00,1030459.23,6286316.81,
CANNES BROUSSAILLES,Dioxyde d'azote,3.1,,15/10/2019 00:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,2.1,,15/10/2019 01:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,1.2,,15/10/2019 02:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,1.5,,15/10/2019 03:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,3.4,,15/10/2019 04:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,4,,15/10/2019 05:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,11.1,,15/10/2019 06:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,17.8,,15/10/2019 07:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,22.5,,15/10/2019 08:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,22.1,,15/10/2019 09:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,17.2,,15/10/2019 10:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,30,,15/10/2019 11:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,25.8,,15/10/2019 12:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,16.8,,15/10/2019 13:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,8.6,,15/10/2019 14:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,4.3,,15/10/2019 15:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,6.1,,15/10/2019 16:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,7,,15/10/2019 17:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,6.9,,15/10/2019 18:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,2.3,,15/10/2019 19:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,1.7,,15/10/2019 20:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,0.2,,15/10/2019 21:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,0,,15/10/2019 22:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Dioxyde d'azote,0,,15/10/2019 23:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,3.7,,15/10/2019 00:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,2.1,,15/10/2019 01:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,1.3,,15/10/2019 02:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,1.5,,15/10/2019 03:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,4.3,,15/10/2019 04:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,4.2,,15/10/2019 05:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,16.2,,15/10/2019 06:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,23.9,,15/10/2019 07:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,32.6,,15/10/2019 08:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,31.3,,15/10/2019 09:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,21.2,,15/10/2019 10:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,38.8,,15/10/2019 11:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,33,,15/10/2019 12:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,26.8,,15/10/2019 13:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,11.7,,15/10/2019 14:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,5.2,,15/10/2019 15:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,6.9,,15/10/2019 16:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,8.2,,15/10/2019 17:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,7.3,,15/10/2019 18:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,2.3,,15/10/2019 19:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,1.1,,15/10/2019 20:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,0.4,,15/10/2019 21:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,0,,15/10/2019 22:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Oxydes d'azote,0,,15/10/2019 23:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,71,,15/10/2019 00:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,69.8,,15/10/2019 01:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,72.7,,15/10/2019 02:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,65.6,,15/10/2019 03:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,58,,15/10/2019 04:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,59.6,,15/10/2019 05:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,56.8,,15/10/2019 06:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,53.2,,15/10/2019 07:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,47.4,,15/10/2019 08:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,50.2,,15/10/2019 09:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,64.3,,15/10/2019 10:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,51.6,,15/10/2019 11:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,52.9,,15/10/2019 12:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,66,,15/10/2019 13:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,70.1,,15/10/2019 14:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,72.9,,15/10/2019 15:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,73.2,,15/10/2019 16:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,71.7,,15/10/2019 17:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,69.5,,15/10/2019 18:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,70.3,,15/10/2019 19:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,68.6,,15/10/2019 20:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,69.1,,15/10/2019 21:00,1023650.32,6281469.41,
CANNES BROUSSAILLES,Ozone,65.6,,15/10/2019 22:00,1023650.32,6281469.41,
